,area_type,location,total_sqft,bath,balcony,price,bhk
5136,Plot  Area,Margondanahalli,900.0,2.0,0.0,49.0,2
5137,Built-up  Area,Margondanahalli,1140.0,2.0,1.0,60.0,2
5138,Plot  Area,Margondanahalli,1100.0,2.0,1.0,55.0,2
5139,Plot  Area,Margondanahalli,1152.0,1.0,0.0,66.0,2
5141,Plot  Area,Margondanahalli,1200.0,2.0,1.0,65.0,2
5142,Plot  Area,Margondanahalli,1050.0,2.0,0.0,58.0,2
5143,Plot  Area,Margondanahalli,1160.0,2.0,1.0,65.0,2
5144,Super built-up  Area,Margondanahalli,1334.0,2.0,1.0,67.76,2
5145,Plot  Area,Marsur,1800.0,4.0,2.0,145.0,4
5146,Plot  Area,Marsur,1200.0,3.0,1.0,90.0,3
5147,Plot  Area,Marsur,1200.0,3.0,1.0,120.0,3
5148,Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9
5149,Super built-up  Area,Mico Layout,1550.0,2.0,2.0,65.0,3
5150,Super built-up  Area,Mico Layout,1125.0,2.0,2.0,40.0,2
5151,Super built-up  Area,Mico Layout,1190.0,2.0,2.0,39.25,2
5152,Super built-up  Area,Mico Layout,800.0,1.0,1.0,29.5,1
5153,Super built-up  Area,Mico Layout,1250.0,2.0,2.0,44.0,3
5154,Super built-up  Area,Mico Layout,1171.0,2.0,2.0,39.0,2
5155,Built-up  Area,Mico Layout,1200.0,2.0,1.0,53.5,2
5156,Super built-up  Area,Mico Layout,1670.0,3.0,2.0,59.0,3
5157,Super built-up  Area,Mico Layout,1140.0,2.0,2.0,43.0,2
5158,Built-up  Area,Munnekollal,1170.0,2.0,2.0,52.0,2
5159,Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2
5160,Built-up  Area,Munnekollal,1390.0,3.0,2.0,68.0,3
5161,Super built-up  Area,Munnekollal,1200.0,2.0,2.0,49.5,2
5162,Super built-up  Area,Munnekollal,950.0,2.0,1.0,46.5,2
5163,Built-up  Area,Munnekollal,1560.0,3.0,3.0,75.0,3
5164,Super built-up  Area,Munnekollal,1750.0,3.0,3.0,86.5,3
5165,Super built-up  Area,Munnekollal,1385.0,2.0,2.0,66.5,3
5166,Built-up  Area,Munnekollal,1080.0,2.0,2.0,45.0,2
5167,Built-up  Area,Munnekollal,1170.0,2.0,2.0,59.0,2
5169,Super built-up  Area,Munnekollal,1200.0,2.0,1.0,57.9,3
5170,Super built-up  Area,Munnekollal,1030.0,2.0,1.0,50.36,2
5171,Built-up  Area,Murugeshpalya,1296.0,2.0,2.0,81.0,2
5172,Super built-up  Area,Murugeshpalya,1550.0,3.0,2.0,74.0,3
5173,Super built-up  Area,Murugeshpalya,1845.0,3.0,3.0,91.0,3
5174,Super built-up  Area,Murugeshpalya,1185.0,2.0,1.0,85.0,2
5175,Super built-up  Area,Murugeshpalya,1225.0,2.0,2.0,48.0,2
5176,Super built-up  Area,Murugeshpalya,1930.0,3.0,3.0,75.0,3
5177,Super built-up  Area,Murugeshpalya,1600.0,2.0,1.0,65.0,3
5178,Super built-up  Area,Murugeshpalya,1344.0,2.0,0.0,56.0,3
5179,Super built-up  Area,Murugeshpalya,1500.0,2.0,0.0,70.0,3
5180,Super built-up  Area,Murugeshpalya,1855.0,3.0,3.0,96.0,3
5181,Super built-up  Area,Murugeshpalya,1175.0,2.0,2.0,75.0,2
5182,Super built-up  Area,Mysore Road,1175.0,2.0,2.0,73.5,2
5183,Super built-up  Area,Mysore Road,1710.0,4.0,2.0,91.31,3
5184,Super built-up  Area,Mysore Road,1020.0,2.0,1.0,48.95,2
5185,Super built-up  Area,Mysore Road,1175.0,2.0,1.0,73.5,2
5186,Super built-up  Area,Mysore Road,1070.0,2.0,1.0,45.0,2
5187,Super built-up  Area,Mysore Road,1239.0,2.0,1.0,53.0,2
5188,Super built-up  Area,Mysore Road,1060.0,2.0,1.0,62.0,2
5189,Super built-up  Area,Mysore Road,980.0,2.0,1.0,45.47,2
5190,Super built-up  Area,Mysore Road,883.0,2.0,1.0,40.0,2
5191,Super built-up  Area,Mysore Road,1525.0,3.0,2.0,96.0,3
5192,Super built-up  Area,Mysore Road,1200.0,2.0,3.0,65.0,2
5196,Super built-up  Area,Mysore Road,883.0,2.0,1.0,40.95,2
5197,Super built-up  Area,Mysore Road,1070.0,2.0,1.0,49.65,2
5199,Built-up  Area,Mysore Road,883.0,2.0,1.0,50.0,2
5200,Super built-up  Area,Mysore Road,1155.0,2.0,1.0,51.0,2
5201,Super built-up  Area,Mysore Road,1003.0,2.0,1.0,43.0,2
5202,Super built-up  Area,Mysore Road,1237.0,2.0,2.0,73.0,2
5203,Super built-up  Area,Mysore Road,883.0,2.0,1.0,45.0,2
5204,Super built-up  Area,Mysore Road,1170.0,2.0,2.0,65.0,2
5205,Super built-up  Area,Mysore Road,1029.5,2.0,0.0,50.855,2
5206,Super built-up  Area,Mysore Road,940.0,2.0,1.0,43.61,2
5208,Super built-up  Area,Mysore Road,1020.0,2.0,2.0,48.95,2
5209,Super built-up  Area,Mysore Road,1568.0,2.0,2.0,100.0,3
5211,Super built-up  Area,Mysore Road,1560.0,2.0,2.0,83.3,3
5212,Built-up  Area,Mysore Road,1175.0,2.0,2.0,70.5,2
5213,Super built-up  Area,Mysore Road,1080.0,2.0,1.0,60.0,3
5215,Super built-up  Area,Mysore Road,883.0,2.0,1.0,37.0,2
5217,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.9,2
5218,Super built-up  Area,NGR Layout,1105.0,2.0,2.0,49.73,2
5219,Super built-up  Area,NGR Layout,1022.0,2.0,1.0,45.9,2
5220,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.0,2
5221,Super built-up  Area,NGR Layout,1019.0,2.0,1.0,45.9,2
5222,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,46.0,2
5223,Super built-up  Area,NGR Layout,1021.0,2.0,2.0,46.0,2
5224,Super built-up  Area,NGR Layout,1021.0,2.0,2.0,45.9,2
5225,Super built-up  Area,NRI Layout,1565.0,2.0,2.0,75.0,3
5226,Super built-up  Area,NRI Layout,2500.0,5.0,3.0,130.0,5
5227,Super built-up  Area,NRI Layout,1125.0,2.0,2.0,45.56,2
5228,Built-up  Area,NRI Layout,2150.0,4.0,2.0,115.0,4
5229,Plot  Area,NRI Layout,1250.0,2.0,0.0,75.0,2
5230,Built-up  Area,NRI Layout,1789.0,3.0,3.0,75.0,3
5231,Super built-up  Area,NRI Layout,1731.0,3.0,3.0,64.11,3
5232,Plot  Area,NRI Layout,2400.0,2.0,1.0,125.0,2
5234,Plot  Area,Nagarbhavi,1350.0,3.0,2.0,150.0,3
5235,Plot  Area,Nagarbhavi,1200.0,2.0,1.0,150.0,2
5237,Built-up  Area,Nagarbhavi,2400.0,3.0,0.0,160.0,3
5238,Super built-up  Area,Nagarbhavi,884.0,2.0,2.0,36.0,1
5239,Super built-up  Area,Nagarbhavi,1055.0,2.0,2.0,55.0,2
5241,Super built-up  Area,Nagarbhavi,1223.0,2.0,1.0,60.0,2
5242,Built-up  Area,Nagarbhavi,956.0,2.0,1.0,49.0,2
5244,Plot  Area,Nagarbhavi,1200.0,2.0,1.0,150.0,2
5247,Super built-up  Area,Nagarbhavi,1145.0,2.0,2.0,40.0,2
5248,Carpet  Area,Nagarbhavi,300.0,1.0,1.0,20.0,1
5249,Plot  Area,Nagarbhavi,1250.0,3.0,0.0,175.0,4
5250,Built-up  Area,Nagarbhavi,710.0,2.0,2.0,40.0,1
5252,Super built-up  Area,Nagarbhavi,1212.0,2.0,2.0,50.0,2
5253,Super built-up  Area,Nagarbhavi,1020.0,2.0,2.0,55.0,2
5255,Super built-up  Area,Nagarbhavi,1120.0,2.0,3.0,53.0,2
5257,Super built-up  Area,Nagarbhavi,1146.0,2.0,1.0,50.0,2
5259,Super built-up  Area,Nagarbhavi,1190.0,2.0,2.0,63.0,2
5261,Built-up  Area,Nagarbhavi,1050.0,2.0,1.0,80.0,2
5262,Built-up  Area,Nagarbhavi,2500.0,3.0,2.0,180.0,5
5264,Built-up  Area,Nagarbhavi,1250.0,3.0,0.0,170.0,2
5266,Super built-up  Area,Nagarbhavi,1400.0,2.0,2.0,135.0,3
5268,Super built-up  Area,Nagarbhavi,1100.0,2.0,2.0,46.2,2
5269,Super built-up  Area,Nagarbhavi,1080.0,2.0,1.0,49.0,2
5270,Built-up  Area,Nagarbhavi,1800.0,3.0,0.0,180.0,4
5271,Super built-up  Area,Nagarbhavi,1225.0,2.0,3.0,58.0,2
5272,Super built-up  Area,Nagasandra,980.0,2.0,1.0,48.0,2
5273,Super built-up  Area,Nagasandra,2400.0,4.0,1.0,145.0,4
5274,Built-up  Area,Nagasandra,7000.0,8.0,2.0,450.0,4
5275,Super built-up  Area,Nagasandra,1650.0,3.0,2.0,95.0,3
5276,Plot  Area,Nagasandra,1500.0,2.0,0.0,91.0,2
5277,Plot  Area,Nagavara,400.0,1.0,0.0,14.0,1
5278,Super built-up  Area,Nagavara,2172.65,3.0,3.0,120.0,4
5280,Super built-up  Area,Nagavara,2319.0,3.0,2.0,180.0,3
5281,Super built-up  Area,Nagavara,2430.0,4.0,3.0,180.0,3
5282,Built-up  Area,Nagavara,936.0,2.0,0.0,40.2,2
5283,Super built-up  Area,Nagavara,1125.0,2.0,2.0,44.5,2
5284,Built-up  Area,Nagavara,1315.0,2.0,2.0,70.0,2
5285,Super built-up  Area,Nagavara,1077.0,2.0,1.0,50.0,2
5286,Super built-up  Area,Nagavara,2496.0,4.0,2.0,125.0,4
5287,Super built-up  Area,Nagavara,1110.0,2.0,2.0,44.95,2
5288,Super built-up  Area,Nagavara,1247.0,2.0,1.0,58.56,2
5289,Super built-up  Area,Nagavarapalya,1392.0,2.0,1.0,99.0,2
5290,Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,52.5,1
5291,Super built-up  Area,Nagavarapalya,1300.0,3.0,1.0,80.0,3
5292,Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1
5293,Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,55.0,1
5294,Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1
5295,Super built-up  Area,Nagavarapalya,1335.0,2.0,3.0,110.0,2
5296,Super built-up  Area,Nagavarapalya,1260.0,2.0,2.0,85.5,2
5297,Super built-up  Area,Narayanapura,1308.0,2.0,2.0,89.04,2
5298,Super built-up  Area,Narayanapura,1566.0,3.0,1.0,83.3,3
5299,Built-up  Area,Narayanapura,1485.0,3.0,2.0,85.0,3
5300,Super built-up  Area,Narayanapura,1302.0,2.0,1.0,69.1,2
5301,Super built-up  Area,Narayanapura,1308.0,2.0,1.0,89.04,2
5302,Super built-up  Area,Narayanapura,2357.0,3.0,2.0,135.0,3
5303,Super built-up  Area,Narayanapura,2357.0,3.0,2.0,135.0,3
5304,Super built-up  Area,Narayanapura,1469.0,2.0,2.0,99.14,2
5305,Super built-up  Area,Neeladri Nagar,1053.0,2.0,1.0,45.0,2
5306,Super built-up  Area,Neeladri Nagar,1363.0,2.0,2.0,68.0,2
5307,Super built-up  Area,Neeladri Nagar,2556.0,3.0,2.0,133.0,3
5308,Super built-up  Area,Neeladri Nagar,674.0,1.0,1.0,21.0,1
5309,Built-up  Area,Neeladri Nagar,527.0,1.0,0.0,26.0,1
5310,Super built-up  Area,Neeladri Nagar,1167.0,2.0,1.0,38.0,3
5311,Super built-up  Area,Neeladri Nagar,1060.0,2.0,0.0,35.0,2
5312,Built-up  Area,Neeladri Nagar,640.0,1.0,1.0,20.5,1
5313,Super built-up  Area,Neeladri Nagar,4000.0,12.0,2.0,160.0,10
5314,Super built-up  Area,Neeladri Nagar,1105.0,2.0,2.0,30.0,2
5315,Super built-up  Area,Neeladri Nagar,1100.0,2.0,2.0,30.0,2
5316,Super built-up  Area,Neeladri Nagar,2111.0,3.0,2.0,103.0,3
5317,Super built-up  Area,Nehru Nagar,1775.0,3.0,3.0,110.0,3
5318,Super built-up  Area,Nehru Nagar,2363.0,5.0,2.0,120.0,4
5319,Super built-up  Area,Nehru Nagar,2342.0,3.0,2.0,115.0,4
5320,Super built-up  Area,Nehru Nagar,967.0,2.0,2.0,41.1,2
5321,Built-up  Area,Nehru Nagar,1374.0,3.0,2.0,72.0,3
5322,Super built-up  Area,Nehru Nagar,1674.0,3.0,2.0,90.0,3
5323,Super built-up  Area,Nehru Nagar,1269.0,2.0,2.0,63.0,3
5324,Super built-up  Area,Nehru Nagar,1100.0,2.0,2.0,50.0,2
5325,Super built-up  Area,Nehru Nagar,1674.0,3.0,2.0,81.0,3
5326,Super built-up  Area,OMBR Layout,2420.0,3.0,2.0,185.0,3
5327,Built-up  Area,OMBR Layout,1078.0,2.0,3.0,65.0,2
5328,Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,65.5,2
5329,Super built-up  Area,OMBR Layout,1041.0,2.0,2.0,65.5,2
5330,Super built-up  Area,OMBR Layout,1300.0,2.0,2.0,80.0,2
5331,Super built-up  Area,OMBR Layout,1085.0,2.0,1.0,64.0,2
5332,Super built-up  Area,OMBR Layout,1855.0,3.0,2.0,145.0,3
5333,Super built-up  Area,OMBR Layout,1050.0,2.0,3.0,48.0,2
5335,Super built-up  Area,OMBR Layout,1165.0,2.0,2.0,88.5,2
5336,Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,66.0,2
5337,Super built-up  Area,OMBR Layout,3400.0,4.0,2.0,275.0,4
5339,Super built-up  Area,Old Airport Road,2732.0,4.0,2.0,204.0,4
5341,Super built-up  Area,Old Airport Road,3356.0,4.0,2.0,251.0,4
5342,Super built-up  Area,Old Airport Road,1206.0,2.0,3.0,75.0,2
5343,Super built-up  Area,Old Airport Road,2774.0,4.0,2.0,207.0,4
5344,Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,191.0,4
5345,Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,199.0,4
5346,Super built-up  Area,Old Airport Road,1655.0,2.0,1.0,97.65,2
5347,Super built-up  Area,Old Airport Road,1075.0,2.0,2.0,60.0,2
5348,Built-up  Area,Old Airport Road,1858.0,2.0,1.0,167.0,3
5349,Super built-up  Area,Old Airport Road,1150.0,2.0,1.0,90.0,2
5350,Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,191.0,4
5351,Super built-up  Area,Old Airport Road,2658.0,5.0,3.0,187.0,4
5352,Super built-up  Area,Old Airport Road,946.0,2.0,2.0,58.0,2
5353,Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,208.0,4
5354,Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,208.0,4
5355,Built-up  Area,Old Airport Road,3200.0,4.0,2.0,280.0,4
5356,Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,201.0,4
5357,Super built-up  Area,Old Airport Road,1145.0,2.0,2.0,75.0,2
5358,Super built-up  Area,Old Airport Road,2732.0,4.0,3.0,194.0,4
5359,Super built-up  Area,Old Airport Road,2658.0,5.0,3.0,189.0,4
5360,Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,197.0,4
5361,Super built-up  Area,Old Airport Road,3496.0,4.0,2.0,262.0,4
5362,Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,197.0,4
5363,Super built-up  Area,Old Airport Road,2732.0,4.0,3.0,204.0,4
5364,Super built-up  Area,Old Airport Road,1798.0,3.0,2.0,150.0,3
5365,Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,208.0,4
5366,Super built-up  Area,Old Airport Road,1184.0,2.0,1.0,78.0,2
5367,Super built-up  Area,Old Airport Road,3504.0,4.0,2.0,262.0,4
5368,Built-up  Area,Old Airport Road,1055.0,2.0,3.0,75.0,2
5369,Super built-up  Area,Old Madras Road,1425.0,2.0,2.0,94.0,3
5370,Super built-up  Area,Old Madras Road,3715.0,6.0,0.0,224.5,4
5373,Super built-up  Area,Old Madras Road,935.0,2.0,1.0,45.0,2
5375,Super built-up  Area,Old Madras Road,1720.0,3.0,2.0,100.0,3
5376,Super built-up  Area,Old Madras Road,1200.0,2.0,1.0,72.0,2
5377,Super built-up  Area,Old Madras Road,1225.0,2.0,1.0,53.55,2
5378,Super built-up  Area,Old Madras Road,1100.0,2.0,1.0,70.0,2
5379,Super built-up  Area,Old Madras Road,2760.0,5.0,2.0,157.0,3
5380,Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,75.0,2
5381,Super built-up  Area,Old Madras Road,935.0,2.0,1.0,45.0,2
5382,Super built-up  Area,Old Madras Road,4500.0,7.0,3.0,294.0,5
5384,Super built-up  Area,Old Madras Road,1065.0,2.0,1.0,47.86,2
5385,Super built-up  Area,Old Madras Road,2010.0,3.0,2.0,125.0,4
5387,Super built-up  Area,Old Madras Road,1480.0,2.0,2.0,84.0,3
5388,Super built-up  Area,Old Madras Road,2990.0,5.0,1.0,210.0,3
5389,Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,74.0,2
5390,Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,72.0,2
5392,Super built-up  Area,Old Madras Road,1480.0,3.0,2.0,95.0,3
5394,Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,80.0,2
5395,Super built-up  Area,Old Madras Road,1859.0,3.0,2.0,121.0,3
5396,Super built-up  Area,Old Madras Road,2990.0,5.0,1.0,173.0,3
5399,Built-up  Area,Old Madras Road,2300.0,3.0,2.0,142.0,3
5401,Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,80.0,2
5402,Super built-up  Area,Old Madras Road,1210.0,2.0,1.0,77.0,2
5403,Super built-up  Area,Old Madras Road,5020.0,7.0,0.0,287.0,5
5405,Super built-up  Area,Old Madras Road,1330.0,2.0,2.0,74.0,2
5406,Super built-up  Area,Old Madras Road,1720.0,3.0,2.0,106.0,3
5407,Super built-up  Area,Old Madras Road,2640.0,5.0,1.0,150.0,3
5408,Super built-up  Area,Old Madras Road,2990.0,3.0,2.0,170.0,3
5410,Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,73.0,2
5411,Super built-up  Area,Old Madras Road,1630.0,3.0,2.0,110.0,3
5412,Super built-up  Area,Old Madras Road,1165.0,2.0,1.0,52.0,2
5413,Super built-up  Area,Old Madras Road,2640.0,2.0,1.0,170.0,2
5414,Super built-up  Area,Old Madras Road,1165.0,2.0,1.0,51.42,2
5415,Built-up  Area,Padmanabhanagar,1020.0,2.0,2.0,63.0,2
5416,Built-up  Area,Padmanabhanagar,1176.0,2.0,0.0,62.0,2
5417,Super built-up  Area,Padmanabhanagar,1258.0,2.0,2.0,115.0,2
5419,Super built-up  Area,Padmanabhanagar,1100.0,2.0,2.0,65.0,2
5420,Built-up  Area,Padmanabhanagar,3400.0,3.0,1.0,210.0,4
5424,Built-up  Area,Padmanabhanagar,4500.0,4.0,2.0,360.0,3
5425,Super built-up  Area,Padmanabhanagar,1200.0,2.0,1.0,60.0,2
5427,Super built-up  Area,Padmanabhanagar,1000.0,1.0,2.0,90.0,2
5428,Super built-up  Area,Padmanabhanagar,1067.0,2.0,2.0,52.0,2
5432,Super built-up  Area,Padmanabhanagar,1100.0,2.0,1.0,60.0,2
5433,Super built-up  Area,Padmanabhanagar,2051.0,3.0,1.0,180.0,3
5434,Super built-up  Area,Padmanabhanagar,2051.0,3.0,2.0,170.0,3
5435,Super built-up  Area,Pai Layout,1006.0,2.0,2.0,35.0,2
5436,Super built-up  Area,Pai Layout,1550.0,2.0,2.0,90.0,3
5437,Super built-up  Area,Pai Layout,1050.0,2.0,2.0,40.0,2
5438,Super built-up  Area,Pai Layout,1400.0,2.0,3.0,67.0,3
5439,Built-up  Area,Pai Layout,1100.0,2.0,2.0,50.0,2
5440,Super built-up  Area,Pai Layout,1255.0,2.0,1.0,80.0,2
5441,Super built-up  Area,Pai Layout,1075.0,2.0,2.0,35.0,2
5442,Super built-up  Area,Pai Layout,1400.0,2.0,2.0,57.5,2
5443,Super built-up  Area,Pai Layout,1175.0,2.0,2.0,60.0,2
5444,Super built-up  Area,Pai Layout,810.0,2.0,2.0,34.5,2
5445,Built-up  Area,Pai Layout,1000.0,2.0,2.0,34.0,2
5446,Super built-up  Area,Pai Layout,1000.0,2.0,3.0,42.0,2
5447,Built-up  Area,Pai Layout,3800.0,6.0,2.0,175.0,6
5448,Built-up  Area,Pai Layout,1068.0,2.0,3.0,48.0,2
5449,Super built-up  Area,Pai Layout,1510.0,2.0,2.0,65.0,3
5452,Super built-up  Area,Panathur,1359.0,2.0,1.0,87.0,2
5453,Super built-up  Area,Panathur,1438.0,2.0,3.0,100.0,2
5454,Super built-up  Area,Panathur,1688.0,3.0,1.0,118.0,3
5456,Super built-up  Area,Panathur,1198.0,2.0,1.0,77.0,2
5457,Super built-up  Area,Panathur,1180.0,2.0,1.0,70.0,2
5458,Super built-up  Area,Panathur,1546.0,3.0,2.0,99.0,3
5460,Super built-up  Area,Panathur,1000.0,2.0,1.0,65.3,2
5461,Super built-up  Area,Panathur,1109.0,2.0,1.0,63.0,2
5462,Built-up  Area,Panathur,1000.0,2.0,1.0,68.0,2
5463,Super built-up  Area,Panathur,1255.0,2.0,2.0,79.0,2
5464,Super built-up  Area,Panathur,1205.0,2.0,2.0,62.9,2
5465,Super built-up  Area,Panathur,1198.0,2.0,1.0,82.0,2
5466,Super built-up  Area,Panathur,1235.0,2.0,3.0,65.0,2
5467,Super built-up  Area,Panathur,1210.0,2.0,1.0,80.0,2
5468,Super built-up  Area,Panathur,1210.0,2.0,1.0,77.0,2
5469,Built-up  Area,Panathur,661.0,1.0,1.0,40.0,1
5470,Super built-up  Area,Panathur,1210.0,2.0,1.0,78.0,2
5472,Built-up  Area,Panathur,1050.0,2.0,2.0,60.0,2
5473,Super built-up  Area,Panathur,1398.0,2.0,1.0,97.0,2
5474,Built-up  Area,Panathur,1065.0,2.0,1.0,58.0,2
5475,Super built-up  Area,Panathur,1007.0,2.0,1.0,64.0,2
5476,Super built-up  Area,Panathur,1210.0,2.0,1.0,77.93,2
5477,Super built-up  Area,Panathur,1230.0,2.0,1.0,80.0,2
5478,Super built-up  Area,Panathur,980.0,2.0,1.0,57.0,2
5479,Super built-up  Area,Panathur,1075.0,2.0,2.0,60.0,2
5480,Super built-up  Area,Panathur,1210.0,2.0,2.0,69.0,2
5481,Super built-up  Area,Panathur,1343.0,2.0,1.0,76.0,2
5482,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
5483,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
5484,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,46.0,2
5485,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
5486,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,46.0,2
5487,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
5488,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
5489,Super built-up  Area,Parappana Agrahara,1092.0,2.0,2.0,43.0,2
5490,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,45.0,2
5491,Plot  Area,Parappana Agrahara,1200.0,1.0,0.0,45.0,1
5492,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,46.0,2
5493,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
5494,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
5495,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,46.0,2
5496,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,46.0,2
5497,Super built-up  Area,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3
5498,Super built-up  Area,Pattandur Agrahara,1025.0,2.0,1.0,44.5,2
5499,Super built-up  Area,Pattandur Agrahara,1247.0,2.0,1.0,59.8,2
5500,Super built-up  Area,Pattandur Agrahara,900.0,2.0,2.0,42.0,2
5501,Super built-up  Area,Pattandur Agrahara,1302.0,2.0,1.0,66.0,2
5502,Super built-up  Area,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3
5503,Super built-up  Area,Pattandur Agrahara,1247.0,2.0,2.0,62.35,2
5504,Super built-up  Area,Pattandur Agrahara,1350.0,2.0,3.0,68.0,2
5505,Super built-up  Area,Poorna Pragna Layout,920.0,2.0,2.0,39.55,2
5508,Super built-up  Area,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2
5511,Built-up  Area,Poorna Pragna Layout,965.0,2.0,2.0,48.0,2
5516,Super built-up  Area,Poorna Pragna Layout,1160.0,2.0,2.0,46.39,2
5518,Super built-up  Area,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2
5521,Built-up  Area,Poorna Pragna Layout,960.0,2.0,3.0,50.0,2
5523,Plot  Area,Prithvi Layout,2028.0,4.0,3.0,162.0,4
5524,Super built-up  Area,Prithvi Layout,1352.0,2.0,2.0,87.5,2
5525,Built-up  Area,Prithvi Layout,1190.0,2.0,2.0,68.0,2
5526,Super built-up  Area,Prithvi Layout,1352.0,2.0,2.0,85.0,2
5527,Super built-up  Area,Prithvi Layout,1352.0,2.0,2.0,75.0,2
5528,Plot  Area,Prithvi Layout,2273.0,4.0,3.0,220.0,3
5529,Super built-up  Area,Prithvi Layout,1352.0,3.0,1.0,93.0,2
5530,Built-up  Area,Prithvi Layout,2273.0,4.0,2.0,192.0,3
5531,Super built-up  Area,Prithvi Layout,1352.0,2.0,2.0,72.0,2
5534,Plot  Area,R.T. Nagar,1200.0,2.0,1.0,120.0,2
5536,Super built-up  Area,R.T. Nagar,1040.0,2.0,2.0,46.0,2
5537,Super built-up  Area,R.T. Nagar,1200.0,2.0,3.0,45.0,2
5538,Super built-up  Area,R.T. Nagar,1235.0,2.0,2.0,65.0,2
5539,Plot  Area,R.T. Nagar,1140.0,3.0,1.0,130.0,3
5540,Super built-up  Area,R.T. Nagar,970.0,2.0,1.0,55.0,2
5541,Built-up  Area,R.T. Nagar,1560.0,3.0,3.0,125.0,3
5542,Built-up  Area,R.T. Nagar,1200.0,2.0,2.0,60.0,2
5545,Plot  Area,R.T. Nagar,1200.0,3.0,2.0,140.0,3
5546,Built-up  Area,R.T. Nagar,1100.0,3.0,0.0,125.0,2
5547,Super built-up  Area,R.T. Nagar,1150.0,2.0,2.0,72.0,2
5548,Plot  Area,R.T. Nagar,1500.0,4.0,3.0,185.0,4
5549,Built-up  Area,R.T. Nagar,3600.0,8.0,2.0,165.0,9
5550,Super built-up  Area,R.T. Nagar,1080.0,2.0,1.0,48.0,2
5551,Super built-up  Area,R.T. Nagar,1325.0,2.0,2.0,52.0,2
5553,Plot  Area,R.T. Nagar,1300.0,3.0,2.0,145.0,3
5555,Super built-up  Area,R.T. Nagar,1100.0,2.0,2.0,85.0,2
5556,Super built-up  Area,R.T. Nagar,1667.0,3.0,2.0,130.0,3
5557,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.07,2
5559,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,55.5,2
5561,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,53.5,2
5563,Super built-up  Area,Rachenahalli,1220.0,2.0,2.0,59.5,2
5564,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.5,2
5566,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.1,2
5567,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,53.5,2
5568,Super built-up  Area,Rachenahalli,1113.0,2.0,1.0,55.0,2
5569,Super built-up  Area,Rachenahalli,3657.0,5.0,2.0,220.0,4
5573,Super built-up  Area,Rachenahalli,680.0,1.0,0.0,32.64,1
5574,Super built-up  Area,Rachenahalli,412.5,1.0,0.0,19.8,1
5575,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.5,2
